FULL;PG1;PG2
14.008437;0;0
57.50085;0;0
59.628536;29.596644;29.741726
59.88952;29.728292;29.728292
59.82025;29.837349;29.6918
59.714944;29.497741;29.641632
59.68608;29.770428;29.625206
59.707372;29.636830000000003;29.7814
59.713884;29.712004999999998;29.567068
59.733068;29.649583999999997;29.794216
59.751764;29.658865;29.514188
59.752332;29.803826;29.803826
59.6764;29.693354;29.548508
59.77316;29.596418;29.886578
59.737276;29.796316;29.796316
59.711;29.495796;29.351914
59.77632;29.743071;29.88816
59.783492;29.891744;29.891744
59.81997;29.69272;29.547878
59.80003;29.468764;29.612514
59.745744;29.727858;29.582844
59.792736;29.679202;29.823978
59.79933;29.75452;29.609376
59.804544;29.685063;29.829868
59.80141;29.828304;29.828304
59.831456;29.626687;29.482166
59.850784;29.708015;29.852932
59.81135;29.832911000000003;29.687384
59.855064;29.782251000000002;29.92753
59.85161;29.636663;29.492094
59.851776;29.853426;29.853426
59.876556;29.792946;29.938278
57.085156;0;30.971734
24.254352;0;0
14.046762;0;0
13.742685;0;0
13.711633;0;0
