TIMESTAMP;CGROUP;PERF_COUNT_HW_CACHE_MISSES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_SW_CPU_CLOCK
1683645070.2242;#SYSTEM;18612;3139055;17900186;167178417
1683645070.2242;/sys/fs/cgroup/anon.slice/anon_service.service;8173;1615296;0;6511786
1683645070.2242;/sys/fs/cgroup/test.slice/test;0;0;0;0
1683645071.2253;#SYSTEM;17421;1043464;4796408;5998666984
1683645071.2253;/sys/fs/cgroup/anon.slice/anon_service.service;4017;217888;0;2222298
1683645071.2253;/sys/fs/cgroup/test.slice/test;0;0;0;0
1683645072.16285;#SYSTEM;1257692;522685518;688208911;6079557631
1683645072.16285;/sys/fs/cgroup/anon.slice/anon_service.service;12958;558985;0;1969617
1683645072.16285;/sys/fs/cgroup/test.slice/test;672296;282988515;0;117776642
1683645073.954;#SYSTEM;1774142;1333795721;1444413491;5896621383
1683645073.954;/sys/fs/cgroup/anon.slice/anon_service.service;5921;202589;0;1881132
1683645073.954;/sys/fs/cgroup/test.slice/test;1630238;1310898589;0;423388242
1683645074.410;#SYSTEM;11630;996706;5071871;5995696439
1683645074.410;/sys/fs/cgroup/anon.slice/anon_service.service;4532;194269;0;1929789
1683645074.410;/sys/fs/cgroup/test.slice/test;1293;53336;0;1171662
1683645074.999841;#SYSTEM;45089;2083933;6950212;5995545590
1683645074.999841;/sys/fs/cgroup/anon.slice/anon_service.service;3520;190873;0;1795409
1683645074.999841;/sys/fs/cgroup/test.slice/test;10095;240932;0;1685956
1683645075.999347;#SYSTEM;16611;1508827;6789395;5996334887
1683645075.999347;/sys/fs/cgroup/anon.slice/anon_service.service;3387;191079;0;1794682
1683645075.999347;/sys/fs/cgroup/test.slice/test;726;40393;0;1110012
1683645076.997486;#SYSTEM;81722652;4140678748;5904233251;5982255594
1683645076.997486;/sys/fs/cgroup/anon.slice/anon_service.service;5850;158983;0;680349
1683645076.997486;/sys/fs/cgroup/test.slice/test;81667276;4123334109;0;1710763234
