FULL;PG1;PG2
35.58641;0;0
131.09892;65.17828600000001;65.02981600000001
131.70747;65.18251900000001;65.03336
131.84671;64.808528;65.105814
131.7059;65.256996;65.256996
131.83474;65.319477;65.170004
131.920424;64.915593;64.915593
131.80985;65.382458;65.681008
131.93194;64.99915899999999;64.85042
131.9673;65.385155;65.235532
131.86096;65.33382;65.632148
131.92533;65.29033700000001;65.140932
131.98809;65.247503;65.098196
131.91932;65.28888;65.587004
131.97952;65.243266;65.093968
132.00054;65.327559;32.589034
131.96582;65.23649900000001;32.543608
131.99287;65.323766;49.030195
131.935656;65.149736;32.574868
131.97626;65.38959299999999;32.61998
130.577704;0;52.714704
119.82105;0;58.305776
119.68472;0;88.160616
119.62751;0;58.341828
119.62842;0;58.736472
119.629176;0;87.710178
119.43411;0;87.176238
119.52758;0;88.101228
119.85396;0;29.291662
119.68967;0;87.413804
78.48124;0;0
31.278168;0;0
31.019736;0;0
29.702674;0;0
