TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5;FREQ6;FREQ7;FREQ8;FREQ9;FREQ10;FREQ11
1684147991.500958;1.21088;0.10611;0;2780368;1200059;1200143;1200564;3145187;3684438;3486478;1200073;3607525;3305293;2986036;3692406
1684147992.398841;17.6802;3.22108;0;2950593;1200056;1453087;1200106;1365148;1215728;1576792;1200086;1350866;1200073;1444469;1211859
1684147993.397711;37.6228;6.7009;0;2310995;3059974;2669410;2633915;3192906;3223398;2698971;3255280;3466084;2837659;3037909;2891195
1684147994.396997;51.8627;9.533;0;1200040;1200060;1200044;1204597;1205330;1200115;1200101;1200094;1200074;1200885;1201314;1200086
1684147995.395087;73.4937;13.1386;0;2599405;2971683;3147523;3140060;3280711;3219364;2929696;3104233;3048168;3604364;3279175;3303160
1684147996.395351;103.165;17.0951;0;3443666;3347894;3491812;3428402;3216049;3413598;3349458;3359575;3500484;3455710;3442394;3528563
1684147997.394503;117.497;19.9345;0;1284581;1216913;1200119;1253112;1201267;1201472;2239954;2280480;1200078;1222724;1200620;1201259
1684147998.393717;131.784;22.9012;0;1206050;1207891;1216606;1200067;1265218;1772732;1200056;1207486;1380737;1200066;1421775;1364834
1684147999.393268;145.924;25.8157;0;1251888;1200034;1209616;1257211;1200063;1206736;1201370;1200395;1202264;1217195;1200114;1228112
1684148000.391564;186.064;31.2704;0;3587083;3603520;3582116;3531379;3587068;3632524;3584520;3607856;3625519;3513087;3635047;3599332
1684148001.391080;261.783;42.0059;0;3564600;3562220;3565555;3564746;3560649;3566073;3565485;3561463;3565461;3564476;3562975;3565713
1684148002.390222;339.159;52.4854;0;3566551;3572791;3659963;3577980;3568031;3644627;3566533;3572459;3660205;3576999;3566765;3644843
1684148003.389212;415.856;63.2221;0;3557637;3558009;3644602;3557532;3555200;3638661;3558699;3555494;3644548;3557406;3555167;3638659
1684148004.387489;492.763;73.8956;0;3570875;3573787;3635380;3570346;3570325;3639278;3570486;3575201;3635375;3570517;3570851;3639228
1684148005.386889;569.55;84.6668;0;3551325;3547441;3639162;3548111;3547117;3642816;3551330;3547957;3639164;3548116;3547121;3642823
1684148006.386288;647.209;95.0562;0;3586707;3589304;3646795;3582882;3583558;3641821;3586762;3586478;3649831;3582206;3583476;3642126
1684148007.385514;724.584;105.759;0;3565879;3566009;3640831;3562675;3566067;3647081;3565868;3566014;3640722;3562756;3566045;3644931
1684148008.384779;802.012;116.48;0;3570368;3571260;3643875;3567153;3571772;3637541;3570370;3571276;3643875;3567152;3571769;3637541
1684148009.383955;879.71;127.207;0;3575687;3576269;3638559;3571883;3576251;3640158;3575685;3576345;3638570;3571881;3575999;3640137
1684148010.382669;957.521;137.882;0;3578084;3579268;3640964;3575182;3578902;3642558;3578186;3578828;3641140;3575531;3578954;3642513
1684148011.381540;1035.97;148.203;0;3619657;3652444;3648234;3598545;3640810;3655753;3619818;3653042;3648070;3598893;3639955;3655705
1684148012.380995;1116.8;157.538;0;3659782;3646964;3656722;3714620;3667851;3656542;3658328;3645292;3656532;3713813;3668504;3659579
1684148013.380072;1195.24;168.136;0;3649214;3637390;3574284;3654316;3638014;3575157;3649261;3637266;3576013;3654421;3638010;3575585
1684148014.379126;1273.34;178.879;0;3641966;3638084;3570267;3642254;3637373;3568844;3641977;3638109;3570261;3642257;3637386;3568849
1684148015.378755;1351.46;189.625;0;3638170;3639106;3566428;3637483;3639521;3566507;3638132;3639098;3566392;3637458;3639539;3566475
1684148016.377541;1429.76;200.3;0;3646352;3642771;3573563;3644221;3642829;3570861;3646370;3642853;3573193;3643339;3642700;3571228
1684148017.376831;1508.03;211.019;0;3638485;3646221;3569692;3637681;3645181;3568348;3638486;3646885;3568715;3637680;3645173;3567359
1684148018.376072;1586.39;221.717;0;3642498;3644608;3578526;3642724;3643348;3577092;3642518;3644618;3578534;3642735;3643357;3577108
1684148019.375694;1664.83;232.453;0;3636687;3647359;3566161;3636116;3645836;3564081;3636647;3647360;3566122;3636077;3645833;3564041
1684148020.374619;1743.36;243.142;0;3643606;3645936;3568587;3643955;3645697;3569082;3643669;3645904;3568600;3643914;3645662;3570229
1684148021.373670;1821.67;253.804;0;3642278;3641712;3574126;3641896;3641697;3577038;3642372;3641908;3574193;3641836;3641702;3577107
1684148022.372445;1900.3;264.49;0;3646757;3641722;3569631;3645758;3641418;3572095;3645852;3641681;3569740;3645819;3641417;3572120
1684148023.372091;1979.08;275.201;0;3642440;3642768;3566292;3643784;3642666;3568610;3642442;3642605;3566296;3643787;3642678;3568620
1684148024.371029;2057.87;285.87;0;3646841;3645974;3566905;3646884;3646114;3570147;3646839;3645965;3566831;3646883;3645292;3570057
1684148025.370109;2136.59;296.535;0;3640628;3642590;3569075;3639814;3642158;3568133;3640629;3642563;3569077;3639814;3642159;3568131
1684148026.369366;2215.43;307.198;0;3647195;3646563;3566934;3646470;3648828;3568890;3647175;3646473;3566936;3646450;3648898;3568891
1684148027.368909;2294.42;317.867;0;3646999;3649045;3572805;3649055;3647220;3577791;3647026;3648842;3572807;3649041;3647229;3577796
1684148028.367356;2373.37;328.531;0;3647362;3646042;3567555;3647128;3645418;3569275;3647344;3645995;3567590;3647113;3645439;3569297
1684148029.366520;2452.41;339.154;0;3644811;3642904;3581638;3645687;3643398;3582666;3644972;3642890;3581674;3645405;3643400;3582989
1684148030.365693;2531.85;349.778;0;3654105;3649178;3577133;3652530;3649094;3581508;3653820;3649150;3577140;3652213;3649077;3581490
1684148031.365118;2611.15;360.448;0;3644805;3648216;3564573;3645791;3648398;3567126;3644771;3648240;3564554;3645769;3648390;3567119
1684148032.363882;2690.63;371.083;0;3645636;3653937;3573661;3646016;3652462;3577138;3645490;3653893;3573673;3645947;3652505;3577165
1684148033.363188;2770.07;381.752;0;3645321;3651732;3563386;3645485;3651261;3567614;3645301;3651687;3563384;3645484;3651280;3567610
1684148034.362552;2849.7;392.409;0;3643878;3655135;3564777;3644662;3654105;3570251;3643715;3655136;3564753;3644559;3654104;3570233
1684148035.361561;2929.15;403.075;0;3645376;3651806;3565703;3647420;3652417;3569892;3645286;3651812;3565725;3647424;3652394;3569888
1684148036.361211;3007.67;413.108;0;3628491;3626867;3605188;3629871;3631518;3612196;3624867;3625726;3606286;3631174;3628993;3612003
1684148037.360383;3086.44;423.779;0;3572475;3572755;3572072;3579589;3570514;3576619;3572445;3572757;3572043;3579507;3570520;3576561
1684148038.359833;3165.46;434.444;0;3583993;3582629;3582004;3582128;3582205;3585936;3583627;3582906;3582426;3582077;3582383;3586043
1684148039.358088;3243.78;445.117;0;3563077;3560251;3560682;3564593;3562720;3565805;3563314;3560281;3560710;3564626;3562748;3565707
1684148040.357812;3322.69;455.775;0;3572276;3572648;3569237;3573400;3568371;3572090;3572070;3573931;3570598;3572178;3569918;3573280
1684148041.356950;3401.72;466.407;0;3584410;3583787;3581608;3583994;3581009;3578875;3584743;3583759;3581314;3584056;3580925;3578819
1684148042.355829;3480.38;477.021;0;3572076;3574064;3571611;3575974;3568488;3567820;3572077;3574069;3571612;3575975;3568488;3567822
1684148043.355264;3559.62;487.658;0;3584600;3584901;3588622;3582893;3580865;3581018;3584468;3584902;3588705;3582872;3580845;3580998
1684148044.354686;3638.6;498.282;0;3578149;3579382;3577638;3579742;3576734;3573601;3578144;3579436;3577748;3579723;3576732;3573599
1684148045.353243;3719.45;507.913;0;3644417;3657402;3651905;3652851;3671124;3638665;3644232;3654989;3650560;3654956;3671791;3639118
1684148046.352290;3799.44;518.25;0;3593472;3589363;3601821;3589324;3601113;3592110;3593053;3589061;3601280;3588773;3600798;3593258
1684148047.352193;3878.28;528.907;0;3567518;3561724;3562538;3565726;3563357;3564333;3567707;3561732;3562543;3565731;3563346;3564325
1684148048.351806;3957.26;539.558;0;3570132;3562400;3561860;3562480;3564016;3565415;3570167;3562413;3561874;3562496;3564203;3565436
1684148049.350582;4036.2;550.202;0;3570157;3563742;3565508;3564483;3565362;3567011;3569395;3562984;3565696;3563823;3566106;3567720
1684148050.349887;4115.31;560.843;0;3567099;3562384;3562531;3566136;3566826;3567186;3567978;3562367;3562081;3566370;3566825;3566385
1684148051.349272;4194.28;571.463;0;3569367;3571414;3571966;3575878;3574126;3573317;3569338;3570941;3572405;3576138;3574523;3573653
1684148052.347723;4273.76;582.097;0;3581576;3583956;3582215;3579189;3583736;3581080;3581626;3583958;3582142;3579176;3583716;3581015
1684148053.346830;4353.08;592.754;0;3575663;3580227;3574811;3575569;3575073;3577803;3575648;3580125;3574912;3575460;3575237;3577829
1684148054.345953;4432.66;603.404;0;3577985;3582500;3581429;3579134;3582678;3582641;3578157;3582598;3581344;3579305;3582620;3582646
1684148055.345233;4511.9;614.042;0;3572479;3575298;3574092;3572642;3578109;3576129;3572473;3575275;3574085;3572637;3578105;3576124
1684148056.344563;4591.19;624.678;0;3571581;3577464;3575247;3575563;3576343;3575441;3571589;3577468;3575256;3575569;3576430;3575443
1684148057.344077;4670.75;635.309;0;3577561;3583956;3580259;3580227;3584271;3581559;3577507;3583946;3580265;3580230;3584375;3581561
1684148058.342539;4749.92;645.966;0;3566977;3572873;3568563;3564477;3565944;3569145;3566982;3572834;3568563;3564481;3565834;3569135
1684148059.341944;4829.26;656.618;0;3569319;3578452;3569175;3569199;3571765;3571630;3569311;3578430;3569168;3569169;3571745;3571609
1684148060.341269;4908.86;667.211;0;3582408;3589067;3584857;3584397;3587283;3583274;3582294;3588404;3585352;3584039;3587415;3583855
1684148061.340070;4988.32;677.895;0;3566029;3570234;3564744;3565192;3564481;3568510;3566060;3570265;3564772;3565222;3564509;3568538
1684148062.339771;5067.81;688.535;0;3572782;3576718;3573877;3573843;3571582;3576974;3572745;3576697;3573979;3573808;3571605;3577194
1684148063.339048;5147.48;699.173;0;3583572;3584846;3582970;3581269;3578133;3587335;3583529;3584807;3582928;3581230;3578092;3587293
1684148064.337933;5226.9;709.81;0;3578320;3581112;3578348;3578168;3576013;3580222;3578332;3581093;3578357;3578178;3576029;3580272
1684148065.337110;5306.41;720.47;0;3572959;3576520;3572617;3570497;3571564;3576098;3572962;3576551;3572616;3570497;3571563;3576100
1684148066.336205;5385.95;731.101;0;3573195;3578061;3572159;3574146;3572026;3576207;3573219;3578086;3572179;3574164;3572052;3576163
1684148067.335668;5465.5;741.726;0;3574948;3579176;3576038;3577599;3577167;3578853;3574945;3579176;3576043;3577568;3577200;3578890
1684148068.334273;5544.95;752.391;0;3569212;3568028;3571785;3569322;3569978;3573455;3569213;3568026;3571783;3569321;3569983;3573453
1684148069.333309;5624.74;762.992;0;3583591;3586878;3584951;3584013;3584325;3588524;3583590;3586877;3584951;3584012;3584324;3588524
1684148070.333414;5704.53;773.64;0;3575960;3579025;3575439;3574977;3577956;3577854;3575934;3579001;3575415;3574954;3577924;3577828
1684148071.332599;5784.42;784.228;0;3589823;3595665;3588916;3592423;3589486;3593103;3589831;3595673;3588922;3592435;3589494;3593111
1684148072.330857;5863.87;794.866;0;3567229;3571609;3569220;3568331;3567033;3569876;3567251;3571628;3569238;3568349;3567042;3569894
1684148073.330163;5943.64;805.495;0;3574533;3573322;3576183;3574761;3575346;3579842;3574514;3573320;3576166;3574742;3575327;3579888
1684148074.329196;6023.11;816.13;0;3566971;3570935;3565535;3566171;3566820;3569437;3566972;3570948;3565550;3566189;3566802;3569462
1684148075.329146;6102.83;826.739;0;3576380;3576418;3577727;3576798;3577099;3579824;3576398;3576428;3577734;3576807;3577130;3579833
1684148076.327545;6182.69;837.359;0;3581521;3583697;3583102;3580690;3580213;3585653;3581453;3583633;3583096;3580682;3580278;3585656
1684148077.326972;6262.67;847.995;0;3574513;3573871;3574292;3573963;3573745;3577439;3574488;3573845;3574273;3573944;3573733;3577419
1684148078.326266;6342.32;858.635;0;3572154;3570069;3568892;3570109;3570027;3571644;3572173;3570086;3568912;3570129;3570051;3571662
1684148079.325004;6422.03;869.285;0;3567784;3571354;3565998;3569194;3564409;3571877;3567769;3571356;3565983;3569196;3564399;3571824
1684148080.324342;6501.77;879.915;0;3572871;3574718;3571611;3572849;3573097;3574751;3572890;3574643;3571625;3572852;3573116;3574775
1684148081.324163;6581.63;890.571;0;3572617;3575248;3573795;3572673;3573683;3575434;3572628;3575257;3573802;3572681;3573690;3575441
1684148082.323555;6661.79;901.174;0;3591352;3593950;3593089;3591438;3592923;3594916;3591311;3593913;3593052;3591410;3592901;3594866
1684148083.322558;6742.38;911.71;0;3583460;3588075;3585862;3585938;3587758;3584770;3584412;3589039;3584975;3586272;3586328;3584763
1684148084.321519;6822.27;922.369;0;3572358;3570523;3573446;3569846;3570639;3571221;3572385;3570551;3573472;3569871;3570664;3571247
1684148085.320640;6902.01;933.026;0;3569753;3565822;3569394;3565278;3566582;3566676;3569814;3565795;3569226;3565333;3566477;3566573
1684148086.319163;6982.17;943.628;0;3593578;3592760;3595634;3592795;3594192;3594050;3593586;3592783;3595663;3592798;3594235;3594097
1684148087.319263;7062.35;954.228;0;3586585;3587609;3587648;3587696;3588211;3588789;3586720;3587581;3587558;3587802;3588105;3588677
1684148088.317443;7142.42;964.822;0;3587885;3587000;3587679;3589098;3587396;3590015;3587933;3587044;3587663;3589083;3587360;3589992
1684148089.317448;7222.56;975.434;0;3584680;3583149;3587303;3583836;3584010;3587078;3584660;3583131;3587285;3583816;3583991;3587061
1684148090.316314;7302.61;986.071;0;3573909;3574117;3575163;3573189;3575718;3573232;3573914;3574139;3575184;3573210;3575738;3573255
1684148091.315664;7382.67;996.708;0;3568233;3567797;3570245;3568087;3571910;3570041;3568212;3567778;3570225;3568067;3571886;3570019
1684148092.314773;7464.16;1006.77;0;3666671;3647737;3642977;3609613;3609820;3659248;3665014;3648244;3642709;3606890;3608146;3659104
1684148093.313323;7547.18;1016.23;0;3676043;3708901;3684063;3657011;3641033;3695804;3677223;3708769;3682978;3657876;3641307;3695481
1684148094.312508;7629.06;1026.49;0;3610534;3675147;3604012;3645652;3644814;3677705;3607847;3674911;3607452;3645669;3644833;3678065
1684148095.312051;7710.33;1037.11;0;3580793;3650532;3579234;3647615;3647449;3651244;3580770;3650535;3579212;3647592;3647427;3651246
1684148096.311014;7791.67;1047.75;0;3574871;3645077;3574037;3643156;3642332;3646187;3574875;3645074;3574059;3643159;3642335;3646182
