timestamp,sensor,target,power,socket,formula,predict,ratio,scope
1684602749979,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602750481,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602750983,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602751485,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602751987,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602752489,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602752991,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602753493,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602753995,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602754497,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602754999,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602755501,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602756003,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602756505,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602757007,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602757509,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602758011,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602758514,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602759015,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602759517,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602760019,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602760520,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602761022,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602761524,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602762027,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602762529,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602763031,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602763533,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602764035,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602764537,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602765039,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602765540,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602766042,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602766545,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602767047,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602767549,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602768051,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602768552,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602769054,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602769556,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602770058,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602770560,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602771062,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602771564,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602772066,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602772568,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602773069,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602773571,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602774073,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602774575,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602775078,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602775580,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602776082,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602776584,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602777086,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602777588,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602778090,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602778592,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602779094,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602779596,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602780098,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602780600,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602781102,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602781604,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602782106,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602782608,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602783110,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
1684602783612,cpu,/pg2,0.0,0,85c939d34cac8aa84d47485e57fb2a17d1655852,0.0,0.0,cpu
