TIMESTAMP;CGROUP;PERF_COUNT_HW_CACHE_MISSES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_SW_CPU_CLOCK
1684839296.926529;#SYSTEM;23759;2828682;18163722;170195143
1684839296.926529;/sys/fs/cgroup/anon.slice/anon_service.service;14846;1530232;0;4420239
1684839296.926529;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684839297.926280;#SYSTEM;33524;5632813;10566914;5997919186
1684839297.926280;/sys/fs/cgroup/anon.slice/anon_service.service;5089;280254;0;1741527
1684839297.926280;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684839298.937305;#SYSTEM;1446169;469804758;629549763;6061521561
1684839298.937305;/sys/fs/cgroup/anon.slice/anon_service.service;17319;546339;0;1568480
1684839298.937305;/sys/fs/cgroup/test.slice/test;653645;236387663;0;80569405
1684839299.924457;#SYSTEM;3736255;1389153522;1666242714;5912904069
1684839299.924457;/sys/fs/cgroup/anon.slice/anon_service.service;7655;222525;0;1187323
1684839299.924457;/sys/fs/cgroup/test.slice/test;3445740;1361803806;0;471348550
1684839300.924329;#SYSTEM;21774;959386;5323658;5997583022
1684839300.924329;/sys/fs/cgroup/anon.slice/anon_service.service;6486;189074;0;1767006
1684839300.924329;/sys/fs/cgroup/test.slice/test;1548;37831;0;1495635
1684839301.923991;#SYSTEM;44361;1447775;7001371;5997388018
1684839301.923991;/sys/fs/cgroup/anon.slice/anon_service.service;6064;204620;0;1906916
1684839301.923991;/sys/fs/cgroup/test.slice/test;10926;245451;0;2205930
1684839302.923502;#SYSTEM;26832;1809898;6968911;5996083383
1684839302.923502;/sys/fs/cgroup/anon.slice/anon_service.service;6697;201659;0;1854994
1684839302.923502;/sys/fs/cgroup/test.slice/test;1053;35051;0;1475993
1684839303.921404;#SYSTEM;64994726;3451900894;4674769498;5981036114
1684839303.921404;/sys/fs/cgroup/anon.slice/anon_service.service;7203;151038;0;666370
