TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5;FREQ6;FREQ7;FREQ8;FREQ9;FREQ10;FREQ11
1701694943.765843;0.663574;0;0;1199979;1887136;1200017;1200047;1200001;2091929;3535793;2398985;3428720;0;0;0
1701694944.765785;14.5199;0;0;1200005;1206298;1200015;1200004;1200023;1541849;3535793;2398985;3428720;0;0;0
1701694945.761769;64.1818;0;0;2522369;3560447;3560494;3560525;1200223;1892552;3535793;2398985;3428720;0;0;0
1701694946.761753;115.26;0;0;2310774;3600000;3600000;3600000;1200296;1821025;3535793;2398985;3428720;0;0;0
1701694947.761754;166.331;0;0;2347959;3600000;3600000;3600000;1200301;1794673;3535793;2398985;3428720;0;0;0
1701694948.761782;217.591;0;0;2396045;3599999;3599999;3599999;1209329;1817386;3535793;2398985;3428720;0;0;0
1701694949.761784;268.62;0;0;2266857;3600000;3600000;3600000;1200293;1813884;3535793;2398985;3428720;0;0;0
1701694950.757756;319.85;0;0;2435306;3599999;3600000;3599999;1200228;1802425;3535793;2398985;3428720;0;0;0
1701694951.757780;371.074;0;0;2345019;3600000;3600000;3600000;1200276;1676150;3535793;2398985;3428720;0;0;0
1701694952.757783;422.08;0;0;2293322;3599999;3600000;3599999;1200292;1828417;3535793;2398985;3428720;0;0;0
1701694953.757783;473.336;0;0;2432491;3600000;3600000;3600000;1213203;1811290;3535793;2398985;3428720;0;0;0
1701694954.753778;524.443;0;0;2277470;3600000;3599999;3599999;1200266;1794740;3535793;2398985;3428720;0;0;0
1701694955.753780;575.625;0;0;2412236;3600000;3600000;3600000;1200267;1748486;3535793;2398985;3428720;0;0;0
1701694956.753783;626.76;0;0;2340160;3599999;3599999;3599999;1200298;1808366;3535793;2398985;3428720;0;0;0
1701694957.753783;677.809;0;0;2274933;3600000;3600000;3600000;1200292;1793056;3535793;2398985;3428720;0;0;0
1701694958.753782;729.115;0;0;2441841;3599999;3600000;3600000;1200278;1802705;3535793;2398985;3428720;0;0;0
1701694959.749784;780.206;0;0;2290889;3599999;3599999;3600000;1200308;1742594;3535793;2398985;3428720;0;0;0
1701694960.749783;831.41;0;0;2422757;3599999;3599999;3599999;1200272;1783602;3535793;2398985;3428720;0;0;0
1701694961.749784;882.625;0;0;2343772;3600000;3600000;3600000;1200308;1770692;3535793;2398985;3428720;0;0;0
1701694962.749782;933.604;0;0;2308308;3600000;3600000;3600000;1200289;1758969;3535793;2398985;3428720;0;0;0
1701694963.749783;984.939;0;0;2423875;3599999;3599999;3599999;1213872;1812196;3535793;2398985;3428720;0;0;0
1701694964.745783;1036.06;0;0;2276021;3599999;3599999;3599999;1200250;1795852;3535793;2398985;3428720;0;0;0
1701694965.745782;1087.31;0;0;2429474;3600000;3600000;3600000;1220160;1753113;3535793;2398985;3428720;0;0;0
1701694966.745785;1138.51;0;0;2353959;3600000;3600000;3599999;1200257;1790681;3535793;2398985;3428720;0;0;0
1701694967.745783;1189.62;0;0;2316280;3599999;3600000;3600000;1200303;1794266;3535793;2398985;3428720;0;0;0
1701694968.741783;1240.91;0;0;2424254;3599999;3599999;3599999;1200290;1796572;3535793;2398985;3428720;0;0;0
1701694969.741781;1291.98;0;0;2277574;3600000;3600000;3600000;1200287;1749337;3535793;2398985;3428720;0;0;0
1701694970.741787;1343.21;0;0;2422324;3599999;3600000;3599999;1200299;1793877;3535793;2398985;3428720;0;0;0
1701694971.741780;1394.46;0;0;2350747;3600000;3600000;3600000;1200290;1788323;3535793;2398985;3428720;0;0;0
1701694972.741785;1445.54;0;0;2321458;3599999;3599999;3599999;1200322;1803227;3535793;2398985;3428720;0;0;0
1701694973.737783;1496.78;0;0;2444851;3600000;3600000;3600000;1200296;1351494;3535793;2398985;3428720;0;0;0
1701694974.749804;1547.84;0;0;2285523;3599999;3600000;3600000;1200318;2247421;3535793;2398985;3428720;0;0;0
1701694975.873833;1563.62;0;0;1200134;1200164;1200496;1200400;1200217;1200052;3535793;2398985;3428720;0;0;0
1701694976.737796;1577.35;0;0;1200114;1200037;1200050;1200136;1200070;1200043;3535793;2398985;3428720;0;0;0
1701694977.737831;1591.2;0;0;1200105;1200048;1200060;1200122;1200111;1776705;3535793;2398985;3428720;0;0;0
