FULL;PG1;PG2
32.76108;0;0
224.15685;3.875544;0
232.42566;105.24449500000001;0
233.09861;105.95978800000002;0
233.67819;106.00567799999999;0
233.8016;105.80281500000004;0
233.90598;106.49219100000002;0
233.82003;105.99234200000001;0
234.02523;106.16311199999997;0
233.82005;105.904047;0
234.0816;106.21151799999997;0
233.96549;106.00650199999998;0
233.88642;106.122948;0
234.21586;106.17784500000002;0
234.16675;106.25014200000001;0
234.1828;106.104962;0
234.40245;92.15878099999999;0
234.65493;92.16723100000002;0
235.18568;92.336022;0
235.36406;92.60224300000003;0
235.61734;99.646628;0
235.51315;92.660909;0
235.67182;92.566652;0
235.58858;92.59939200000002;0
235.54931;92.44641799999998;0
235.52667;99.79942800000003;0
234.08211;29.463459999999998;0
138.733;36.652916;0
121.82078;58.945544;0
121.61029;59.391068;0
121.47996;59.327424;0
121.4581;58.751824;0
121.60507;59.946164;0
121.447;58.76468;0
121.40419;59.29042;0
121.38215;59.279656;0
120.01374;0;0
32.76052;0;0
29.735338;0;0
28.675562;0;0
