TIMESTAMP;CPU;RAM;GPU;FREQ0;FREQ1;FREQ2;FREQ3;FREQ4;FREQ5;FREQ6;FREQ7;FREQ8;FREQ9;FREQ10;FREQ11
1683718430.615967;1.91241;0.21904;0;3800010;2277626;3128505;1224935;1200097;1200067;3308853;1200060;1200198;1200147;1200481;1200183
1683718431.397282;19.132;3.44124;0;2451791;1271899;1274056;1210882;1206531;1210462;1200086;2808534;2277049;1207831;1220797;1227044
1683718432.396004;36.8216;6.98705;0;1263694;2317976;2101967;2157072;1875285;2095507;1235204;1717200;1562012;3212931;2687598;1407405
1683718433.395652;52.2834;10.103;0;1257978;1410708;1537226;2030215;1267576;1971738;1704871;1222942;1290641;3263813;1361900;1253287
1683718434.393980;70.3851;13.644;0;1201194;2389840;2759381;2548284;1411230;3073912;1293221;1488345;2811763;1931055;2288476;1552215
1683718435.394060;95.8145;17.574;0;2375208;3710828;2765691;3398251;2002089;3418092;1385101;1902237;1927551;3669775;3241715;1756801
1683718436.393231;110.007;20.5084;0;1200261;1201206;1200063;1200057;1200119;1200163;1200279;1200313;1200089;1200087;1200088;1200085
1683718437.392218;124.254;23.4509;0;1200290;1200325;1202335;1206492;1200096;1200129;1202266;1200045;1200584;1201892;1200086;1200084
1683718438.391577;138.51;26.374;0;1200141;1232360;1231434;1229680;1200128;1200138;1200075;1214195;1257592;1247018;1200074;1200078
1683718439.390172;174.691;31.7998;0;3466263;3599992;3552091;3599343;2462447;3600025;1535648;2616978;2459748;3658538;3618010;2616107
1683718440.389540;248.326;42.2076;0;3598789;3599070;3596794;3602254;3603900;3598886;3607587;3626898;3601953;3597401;3596498;3598843
1683718441.388647;322.797;52.5101;0;3603884;3604883;3612420;3604425;3602878;3638047;3635316;3617214;3603035;3618453;3632416;3602088
1683718442.387743;396.487;62.8717;0;3602377;3604214;3597084;3603740;3601238;3606886;3597900;3598861;3602138;3653226;3603544;3601789
1683718443.386307;470.127;73.1857;0;3600403;3601520;3600904;3601183;3601972;3599185;3604145;3599420;3600217;3602904;3601236;3599942
1683718444.386107;542.983;83.0772;0;3618018;3617976;3602313;3624597;3659974;3600588;3687284;3593884;3618431;3608383;3618085;3596170
1683718445.385294;616.819;93.3305;0;3603716;3607071;3613793;3608478;3607003;3609678;3607010;3602139;3604318;3606457;3606040;3604487
1683718446.384102;690.804;103.54;0;3604864;3604996;3607874;3609671;3607133;3605010;3606258;3609554;3649018;3603909;3604243;3616602
1683718447.383105;764.73;113.735;0;3607145;3589536;3607456;3608306;3607471;3611708;3604865;3605769;3610100;3602433;3600246;3605682
1683718448.382607;838.836;123.881;0;3608516;3602551;3610979;3610858;3610309;3608588;3589736;3608742;3609118;3626401;3614041;3608664
1683718449.381768;912.929;133.998;0;3611156;3604253;3610899;3612797;3611130;3681780;3625865;3611326;3590782;3731258;3509983;3610423
1683718450.380994;987.122;144.108;0;3608780;3613150;3610380;3607041;3610440;3609407;3636830;3608309;3557832;3611825;3524454;3608413
1683718451.379431;1061.43;154.186;0;3611460;3612316;3610567;3601162;3611146;3610115;3583021;3640925;3611271;3612673;3569139;3538800
1683718452.379012;1135.86;164.231;0;3612111;3612700;3614822;3582479;3614083;3611917;3566743;3611103;3609812;3612990;3596983;3612759
1683718453.378036;1210.23;174.264;0;3612157;3610853;3617352;3577622;3613706;3584506;3540554;3616022;3612581;3613730;3649367;3613078
1683718454.377476;1284.7;184.271;0;3613809;3613116;3614981;3614425;3614557;3614054;3597999;3614211;3614257;3615279;3607472;3613272
