TIMESTAMP;CGROUP;PERF_COUNT_HW_CACHE_MISSES;PERF_COUNT_HW_INSTRUCTIONS;PERF_COUNT_HW_CPU_CYCLES;PERF_COUNT_SW_CPU_CLOCK
1684840218.230309;#SYSTEM;27344;3328294;18264166;194228008
1684840218.230309;/sys/fs/cgroup/anon.slice/anon_service.service;9954;1520364;0;5084821
1684840218.230309;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684840219.230295;#SYSTEM;117307;43587679;45490574;5998594023
1684840219.230295;/sys/fs/cgroup/anon.slice/anon_service.service;5130;217118;0;2305166
1684840219.230295;/sys/fs/cgroup/test.slice/test;0;0;0;0
1684840220.248580;#SYSTEM;2684086;919675183;1134660503;6105118368
1684840220.248580;/sys/fs/cgroup/anon.slice/anon_service.service;13700;535731;0;1612985
1684840220.248580;/sys/fs/cgroup/test.slice/test;1118377;388464345;0;136318894
1684840221.229135;#SYSTEM;3311820;1224712060;1464908816;5871907923
1684840221.229135;/sys/fs/cgroup/anon.slice/anon_service.service;5199;334418;0;2371956
1684840221.229135;/sys/fs/cgroup/test.slice/test;3034298;1197503809;0;410594218
1684840222.228409;#SYSTEM;23139;1134098;5856996;5995244896
1684840222.228409;/sys/fs/cgroup/anon.slice/anon_service.service;5963;196829;0;2032530
1684840222.228409;/sys/fs/cgroup/test.slice/test;1289;35521;0;1434521
1684840223.227718;#SYSTEM;32103;1096603;5526929;5995196245
1684840223.227718;/sys/fs/cgroup/anon.slice/anon_service.service;4431;197131;0;1961160
1684840223.227718;/sys/fs/cgroup/test.slice/test;10807;236573;0;2374622
1684840224.227518;#SYSTEM;33673;5873981;11567288;5997388766
1684840224.227518;/sys/fs/cgroup/anon.slice/anon_service.service;4416;193939;0;2330443
1684840224.227518;/sys/fs/cgroup/test.slice/test;1042;36038;0;1451845
1684840225.225474;#SYSTEM;77083144;3813103737;5230243574;5981780241
1684840225.225474;/sys/fs/cgroup/anon.slice/anon_service.service;6860;154631;0;815070
1684840225.225474;/sys/fs/cgroup/test.slice/test;76937065;3794618531;0;1530105157
1684840226.224769;#SYSTEM;465888358;16375224197;21363108410;5994401899
1684840226.224769;/sys/fs/cgroup/anon.slice/anon_service.service;7145;186208;0;778404
1684840226.224769;/sys/fs/cgroup/test.slice/test;465911480;16377388422;0;5991816754
1684840227.224211;#SYSTEM;383975512;12788028505;20793232077;5994087340
1684840227.224211;/sys/fs/cgroup/anon.slice/anon_service.service;6976;201978;0;1121226
1684840227.224211;/sys/fs/cgroup/test.slice/test;383938170;12783834994;0;5904727522
1684840228.223381;#SYSTEM;392751432;12537395941;21222965897;5994225866
1684840228.223381;/sys/fs/cgroup/anon.slice/anon_service.service;6314;180296;0;936941
1684840228.223381;/sys/fs/cgroup/test.slice/test;392731321;12539152488;0;5990771584
1684840229.222504;#SYSTEM;394538925;12625072693;21239088655;5994337600
1684840229.222504;/sys/fs/cgroup/anon.slice/anon_service.service;6318;177659;0;871292
1684840229.222504;/sys/fs/cgroup/test.slice/test;394479141;12623996933;0;5991227004
1684840230.221773;#SYSTEM;394200336;12761632047;21258995439;5994208970
1684840230.221773;/sys/fs/cgroup/anon.slice/anon_service.service;5863;173604;0;863650
1684840230.221773;/sys/fs/cgroup/test.slice/test;394087260;12744204589;0;5985089953
1684840231.221177;#SYSTEM;390931642;12668593466;21279158133;5995470639
1684840231.221177;/sys/fs/cgroup/anon.slice/anon_service.service;5885;178111;0;976250
1684840231.221177;/sys/fs/cgroup/test.slice/test;390951139;12668210916;0;5992845927
1684840232.220385;#SYSTEM;391403629;12753388599;21270248202;5993665974
1684840232.220385;/sys/fs/cgroup/anon.slice/anon_service.service;6654;179242;0;893744
1684840232.220385;/sys/fs/cgroup/test.slice/test;391419598;12754390319;0;5987362895
1684840233.219619;#SYSTEM;390595822;12740830141;21308847182;5994053776
1684840233.219619;/sys/fs/cgroup/anon.slice/anon_service.service;5767;177295;0;873265
1684840233.219619;/sys/fs/cgroup/test.slice/test;390600305;12737753670;0;5991189865
1684840234.218944;#SYSTEM;353602218;12422254746;20907201107;5991787451
1684840234.218944;/sys/fs/cgroup/anon.slice/anon_service.service;6656;185213;0;1091209
1684840234.218944;/sys/fs/cgroup/test.slice/test;353106235;12107108288;0;5798160667
1684840235.218055;#SYSTEM;385874093;12741247966;21333213604;5994224658
1684840235.218055;/sys/fs/cgroup/anon.slice/anon_service.service;5636;173167;0;843473
1684840235.218055;/sys/fs/cgroup/test.slice/test;385880831;12743007714;0;5992368353
1684840236.217380;#SYSTEM;382926460;12684249348;21301304465;5994518556
1684840236.217380;/sys/fs/cgroup/anon.slice/anon_service.service;7126;182454;0;973223
1684840236.217380;/sys/fs/cgroup/test.slice/test;382913516;12683485559;0;5989653419
1684840237.216815;#SYSTEM;382766002;12698100666;21334705218;5995796478
1684840237.216815;/sys/fs/cgroup/anon.slice/anon_service.service;6133;179884;0;1105828
1684840237.216815;/sys/fs/cgroup/test.slice/test;382713518;12695605534;0;5993559640
1684840238.216088;#SYSTEM;380348657;12665114169;21325461683;5995116952
1684840238.216088;/sys/fs/cgroup/anon.slice/anon_service.service;6462;182504;0;1055111
1684840238.216088;/sys/fs/cgroup/test.slice/test;380300989;12664415427;0;5990776281
1684840239.215214;#SYSTEM;378101654;12697072782;21321114346;5993910815
1684840239.215214;/sys/fs/cgroup/anon.slice/anon_service.service;5764;169803;0;811211
1684840239.215214;/sys/fs/cgroup/test.slice/test;378033279;12694931370;0;5989110684
1684840240.214768;#SYSTEM;377361497;12627712232;21334954714;5995691572
1684840240.214768;/sys/fs/cgroup/anon.slice/anon_service.service;6311;174956;0;1084402
1684840240.214768;/sys/fs/cgroup/test.slice/test;377436564;12626245257;0;5992044044
1684840241.214180;#SYSTEM;377233186;12682981929;21343457275;5994978005
1684840241.214180;/sys/fs/cgroup/anon.slice/anon_service.service;6417;202006;0;1346827
1684840241.214180;/sys/fs/cgroup/test.slice/test;377231488;12682690968;0;5991305903
1684840242.213269;#SYSTEM;375217389;12673406547;21342820360;5994395034
1684840242.213269;/sys/fs/cgroup/anon.slice/anon_service.service;6281;178670;0;1013682
1684840242.213269;/sys/fs/cgroup/test.slice/test;375089934;12672907525;0;5990236648
1684840243.212604;#SYSTEM;373999071;12665476493;21352518885;5995204891
1684840243.212604;/sys/fs/cgroup/anon.slice/anon_service.service;6290;170394;0;935519
1684840243.212604;/sys/fs/cgroup/test.slice/test;374003031;12665193758;0;5993229379
1684840244.212366;#SYSTEM;371990923;12632641375;21344900197;5994655963
1684840244.212366;/sys/fs/cgroup/anon.slice/anon_service.service;6465;233108;0;1126933
