FULL;PG1;PG2
44.194096;0;0
195.2156;97.553112;96.89692600000001
196.71392;98.35694999999996;97.64102699999998
196.60731;97.67049500000002;97.45026800000002
196.72013;97.83671799999999;98.66304
196.69534;97.96220600000001;97.797008
196.8945;98.91775800000003;98.25350900000002
196.91472;98.40222299999998;97.96120399999998
196.8989;98.14618399999998;97.53966199999998
197.11954;98.47696000000002;97.75935900000002
197.31245;99.212651;98.87878899999998
197.30101;98.26513899999995;97.82473699999998
197.774;98.80392;97.97316700000002
197.97221;99.06953800000002;98.51328000000001
197.96538;98.59602699999998;85.615598
198.16512;99.193938;86.885202
198.29744;98.73223700000001;86.126944
198.4091;99.399013;86.453249
198.44302;98.74915500000003;85.967892
198.50603;99.19743700000004;92.36198300000001
198.43317;99.60566399999999;86.877038
198.61208;99.02801699999998;86.573059
198.47179;99.430415;86.980772
198.49146;99.273514;87.100561
198.55562;98.80518599999998;80.234037
198.5391;99.186144;86.509888
198.5395;99.214158;92.433135
198.87482;98.964024;86.60048099999999
199.14016;98.98452900000002;87.27368100000001
179.94507;119.20776399999997;7.467153
158.70816;156.00042000000002;0
158.2138;157.15726700000005;0
158.36357;156.77196899999996;0
158.27477;157.83116500000003;0
158.2644;157.12009499999996;0
158.19853;157.314732;0
158.28298;157.31028600000002;0
158.25126;156.57242000000002;0
158.1465;157.79308400000002;0
157.99318;156.84702599999997;0
158.02462;157.14129699999995;0
158.19426;156.87008600000001;0
157.8985;157.10190799999998;0
157.88717;156.91745600000002;0
157.81734;157.200186;0
157.55043;155.622672;0
157.31114;156.169284;0
157.10709;156.666755;0
156.83125;155.43485;0
156.62427;156.01210400000002;0
156.6216;155.572203;0
156.38864;154.903368;0
156.33989;155.81435799999997;0
156.3627;154.796463;0
