TIMESTAMP;CPU;RAM;GPU
1700020866.916928;2.72504;0;0
1700020867.917229;37.6328;0;0
1700020868.913980;223.742;0;0
1700020869.912969;415.543;0;0
1700020870.911968;607.345;0;0
1700020871.911122;799.529;0;0
1700020872.910089;991.9;0;0
1700020873.909163;1184.25;0;0
1700020874.908237;1376.91;0;0
1700020875.907246;1569.62;0;0
1700020876.906340;1762.3;0;0
1700020877.905393;1955.13;0;0
1700020878.904470;2148.12;0;0
1700020879.903623;2341.09;0;0
1700020880.902614;2534.16;0;0
1700020881.901675;2727.31;0;0
1700020882.900733;2920.35;0;0
1700020883.899766;3113.4;0;0
1700020884.898846;3306.51;0;0
1700020885.897947;3499.68;0;0
1700020886.897004;3692.7;0;0
1700020887.896055;3885.93;0;0
1700020888.895147;4079.13;0;0
1700020889.894169;4272.34;0;0
1700020890.893240;4465.52;0;0
1700020891.892279;4658.82;0;0
1700020892.891373;4851.97;0;0
1700020893.890421;5045.15;0;0
1700020894.889485;5238.46;0;0
1700020895.888587;5431.71;0;0
1700020896.887727;5624.93;0;0
1700020897.886709;5818.15;0;0
1700020898.885761;6011.51;0;0
1700020899.884838;6204.78;0;0
1700020900.883925;6398.04;0;0
1700020901.882959;6591.41;0;0
1700020902.882077;6784.67;0;0
1700020903.881091;6978;0;0
1700020904.880154;7171.23;0;0
1700020905.879229;7364.5;0;0
1700020906.878298;7557.83;0;0
1700020907.877352;7750.51;0;0
1700020908.876422;7943.27;0;0
1700020909.875436;8136.54;0;0
1700020910.874563;8329.89;0;0
1700020911.873598;8523.18;0;0
1700020912.872683;8716.47;0;0
1700020913.871778;8909.86;0;0
1700020914.870786;9103.12;0;0
1700020915.869875;9296.44;0;0
1700020916.868931;9489.85;0;0
1700020917.868001;9683.17;0;0
1700020918.867136;9876.61;0;0
1700020919.866134;10070;0;0
1700020920.865200;10263.5;0;0
1700020921.864231;10456.9;0;0
1700020922.863387;10650.4;0;0
1700020923.862387;10843.9;0;0
1700020924.861452;11037.3;0;0
1700020925.860550;11230.9;0;0
1700020926.859594;11424.4;0;0
1700020927.858655;11618.1;0;0
1700020928.857727;11811.6;0;0
1700020929.856776;12005.1;0;0
1700020930.855833;12199;0;0
1700020931.854882;12393;0;0
1700020932.853975;12587.3;0;0
1700020933.853037;12781.6;0;0
1700020934.852101;12976.1;0;0
1700020935.851176;13170.5;0;0
1700020936.850203;13364.9;0;0
1700020937.849266;13559.4;0;0
1700020938.848366;13754;0;0
1700020939.847466;13948.8;0;0
1700020940.846462;14143.6;0;0
1700020941.845527;14338.4;0;0
1700020942.844619;14533.2;0;0
1700020943.843738;14728.2;0;0
1700020944.842721;14923.2;0;0
1700020945.841793;15118.3;0;0
1700020946.840891;15313.2;0;0
1700020947.839926;15508.3;0;0
1700020948.838968;15703.4;0;0
1700020949.838050;15898.5;0;0
1700020950.837106;16093.4;0;0
1700020951.836169;16288.6;0;0
1700020952.835258;16483.7;0;0
1700020953.834343;16678.8;0;0
1700020954.833518;16872.2;0;0
1700020955.832655;17062.6;0;0
1700020956.831927;17248.1;0;0
1700020957.831937;17419.2;0;0
1700020958.831457;17570.4;0;0
1700020959.830692;17709.7;0;0
1700020960.829887;17841.7;0;0
1700020961.829372;17969.1;0;0
1700020962.828432;18085.9;0;0
1700020963.827950;18153.1;0;0
1700020964.827145;18184.2;0;0
1700020965.826265;18214.4;0;0
1700020966.825421;18243.8;0;0
